patient,histology,uncertainty,broad,gene,cells,counts,detected_cells,sum_normalized_10000,detection_fraction,mean_normalized_10000
6,LUAD,0.3,Other epithelial,NLRP3,408,1,1,2.588661661920787,0.0024509803921568627,0.006344758975296047
6,LUAD,0.3,Other epithelial,PYCARD,408,46,30,86.65002146561133,0.07352941176470588,0.21237750359218463
6,LUAD,0.3,Other epithelial,SIGIRR,408,217,114,507.214337023164,0.27941176470588236,1.2431723946646176
6,LUAD,0.3,Other myeloid,GSDMD,85,22,21,98.36729645662818,0.24705882352941178,1.1572623112544491
6,LUAD,0.3,Other myeloid,IL1A,85,0,0,0.0,0.0,0.0
6,LUAD,0.3,Other myeloid,IL1B,85,18,3,43.078476748964476,0.03529411764705882,0.5068056088113467
6,LUAD,0.3,Other myeloid,IL1R1,85,3,2,8.677955234626683,0.023529411764705882,0.10209359099560804
6,LUAD,0.3,Other myeloid,IL1R2,85,1,1,7.564296520423601,0.011764705882352941,0.08899172376968942
6,LUAD,0.3,Other myeloid,IL1RAP,85,4,4,11.146207937332992,0.047058823529411764,0.1311318580862705
6,LUAD,0.3,Other myeloid,IL1RN,85,6,4,29.389571884475377,0.047058823529411764,0.3457596692291221
6,LUAD,0.3,Other myeloid,NLRP3,85,22,14,83.360018123615,0.16470588235294117,0.9807060955719412
6,LUAD,0.3,Other myeloid,PYCARD,85,31,25,127.83377250203253,0.29411764705882354,1.5039267353180297
6,LUAD,0.3,Other myeloid,SIGIRR,85,22,18,85.56941102175152,0.21176470588235294,1.0066989531970767
6,LUAD,0.3,Unassigned,GSDMD,1631,931,509,2258.8619171464625,0.3120784794604537,1.384955191383484
6,LUAD,0.3,Unassigned,IL1A,1631,36,12,74.93322816498744,0.007357449417535254,0.04594311965971026
6,LUAD,0.3,Unassigned,IL1B,1631,249,76,563.4272328758302,0.04659717964438995,0.3454489471954814
6,LUAD,0.3,Unassigned,IL1R1,1631,1477,494,2470.108288986908,0.30288166768853464,1.5144747326713108
6,LUAD,0.3,Unassigned,IL1R2,1631,41,30,97.93107178021162,0.018393623543838136,0.0600435755856601
6,LUAD,0.3,Unassigned,IL1RAP,1631,317,174,459.3205000378685,0.10668301655426118,0.2816189454554681
6,LUAD,0.3,Unassigned,IL1RN,1631,228,78,290.3216966744802,0.04782342121397915,0.17800226650795845
6,LUAD,0.3,Unassigned,NLRP3,1631,208,126,690.3748459657093,0.07725321888412018,0.4232831673609499
6,LUAD,0.3,Unassigned,PYCARD,1631,496,247,855.0720207271662,0.15144083384426732,0.5242624284041485
6,LUAD,0.3,Unassigned,SIGIRR,1631,830,448,2084.275746860693,0.27467811158798283,1.2779127816435885
6,normal,0.2,AT2-like,GSDMD,142,22,16,80.15720969203342,0.11267605633802817,0.5644873921974184
6,normal,0.2,AT2-like,IL1A,142,0,0,0.0,0.0,0.0
6,normal,0.2,AT2-like,IL1B,142,1,1,7.8064012490242,0.007042253521126761,0.054974656683269015
6,normal,0.2,AT2-like,IL1R1,142,137,76,492.9107123909001,0.5352112676056338,3.471202199935916
6,normal,0.2,AT2-like,IL1R2,142,0,0,0.0,0.0,0.0
6,normal,0.2,AT2-like,IL1RAP,142,6,5,16.99015203010055,0.035211267605633804,0.11964895795845458
6,normal,0.2,AT2-like,IL1RN,142,1,1,4.25531914893617,0.007042253521126761,0.029967036260113874
6,normal,0.2,AT2-like,NLRP3,142,0,0,0.0,0.0,0.0
6,normal,0.2,AT2-like,PYCARD,142,1,1,2.871088142405972,0.007042253521126761,0.020218930580323747
6,normal,0.2,AT2-like,SIGIRR,142,36,29,106.77556998069728,0.20422535211267606,0.7519406336668822
6,normal,0.2,Fibroblasts,GSDMD,136,39,28,192.7492774314643,0.20588235294117646,1.4172740987607668
6,normal,0.2,Fibroblasts,IL1A,136,0,0,0.0,0.0,0.0
6,normal,0.2,Fibroblasts,IL1B,136,3,3,8.802166720772153,0.022058823529411766,0.06472181412332466
6,normal,0.2,Fibroblasts,IL1R1,136,63,44,308.9565944191886,0.3235294117647059,2.271739664846975
6,normal,0.2,Fibroblasts,IL1R2,136,0,0,0.0,0.0,0.0
6,normal,0.2,Fibroblasts,IL1RAP,136,11,11,59.99075108935552,0.08088235294117647,0.44110846389232
6,normal,0.2,Fibroblasts,IL1RN,136,0,0,0.0,0.0,0.0
6,normal,0.2,Fibroblasts,NLRP3,136,0,0,0.0,0.0,0.0
6,normal,0.2,Fibroblasts,PYCARD,136,3,3,4.581873711328672,0.022058823529411766,0.03369024787741671
6,normal,0.2,Fibroblasts,SIGIRR,136,5,4,19.182317110871505,0.029411764705882353,0.14104644934464342
6,normal,0.2,Macrophages,GSDMD,94,95,56,162.84868115045654,0.5957446808510638,1.7324327781963462
6,normal,0.2,Macrophages,IL1A,94,26,15,22.65480006533138,0.1595744680851064,0.24100851133331255
6,normal,0.2,Macrophages,IL1B,94,22,13,28.639855792802926,0.13829787234042554,0.304679316944712
6,normal,0.2,Macrophages,IL1R1,94,14,9,38.39648604784594,0.09574468085106383,0.4084732558281483
6,normal,0.2,Macrophages,IL1R2,94,0,0,0.0,0.0,0.0
6,normal,0.2,Macrophages,IL1RAP,94,44,29,61.51493619314268,0.30851063829787234,0.6544142148206669
6,normal,0.2,Macrophages,IL1RN,94,152,45,182.14156605686864,0.4787234042553192,1.9376762346475387
6,normal,0.2,Macrophages,NLRP3,94,17,9,83.32659123948501,0.09574468085106383,0.8864530982923937
6,normal,0.2,Macrophages,PYCARD,94,241,66,269.57596999720187,0.7021276595744681,2.867829468055339
6,normal,0.2,Macrophages,SIGIRR,94,15,12,22.34628122598057,0.1276595744680851,0.23772639602106987
6,normal,0.2,Other assigned,GSDMD,182,89,55,528.2030459071734,0.3021978021978022,2.9022145379515023
6,normal,0.2,Other assigned,IL1A,182,0,0,0.0,0.0,0.0
6,normal,0.2,Other assigned,IL1B,182,2,2,2.1102224733517208,0.01098901098901099,0.011594628974460005
6,normal,0.2,Other assigned,IL1R1,182,55,25,330.7086765188543,0.13736263736263737,1.8170806402134851
6,normal,0.2,Other assigned,IL1R2,182,1,1,6.238303181534622,0.005494505494505495,0.03427639110733309
6,normal,0.2,Other assigned,IL1RAP,182,7,7,39.057625478146036,0.038461538461538464,0.21460233779201118
6,normal,0.2,Other assigned,IL1RN,182,2,2,11.054972716314568,0.01098901098901099,0.06074160833139872
6,normal,0.2,Other assigned,NLRP3,182,4,2,5.675046909072468,0.01098901098901099,0.031181576423475098
6,normal,0.2,Other assigned,PYCARD,182,9,8,52.43521118065483,0.04395604395604396,0.2881055559376639
6,normal,0.2,Other assigned,SIGIRR,182,58,45,407.748850698157,0.24725274725274726,2.2403783005393243
6,normal,0.2,Other epithelial,GSDMD,153,42,35,152.39808706181913,0.22875816993464052,0.9960659285086217
6,normal,0.2,Other epithelial,IL1A,153,0,0,0.0,0.0,0.0
6,normal,0.2,Other epithelial,IL1B,153,1,1,2.42600679281902,0.006535947712418301,0.01585625354783673
6,normal,0.2,Other epithelial,IL1R1,153,41,25,110.58306023200475,0.16339869281045752,0.7227650995555867
6,normal,0.2,Other epithelial,IL1R2,153,2,2,3.852621463764224,0.013071895424836602,0.025180532442903424
6,normal,0.2,Other epithelial,IL1RAP,153,11,10,24.29490063294015,0.06535947712418301,0.15879020021529508
6,normal,0.2,Other epithelial,IL1RN,153,0,0,0.0,0.0,0.0
6,normal,0.2,Other epithelial,NLRP3,153,2,1,4.85201358563804,0.006535947712418301,0.03171250709567346
6,normal,0.2,Other epithelial,PYCARD,153,7,6,26.962840563625427,0.0392156862745098,0.17622771610212698
6,normal,0.2,Other epithelial,SIGIRR,153,58,40,174.75806157989433,0.26143790849673204,1.1422095528097669
6,normal,0.2,Other myeloid,GSDMD,29,8,8,34.35138464704648,0.27586206896551724,1.1845305050705683
6,normal,0.2,Other myeloid,IL1A,29,0,0,0.0,0.0,0.0
6,normal,0.2,Other myeloid,IL1B,29,5,1,15.267175572519085,0.034482758620689655,0.5264543300868649
6,normal,0.2,Other myeloid,IL1R1,29,0,0,0.0,0.0,0.0
6,normal,0.2,Other myeloid,IL1R2,29,0,0,0.0,0.0,0.0
6,normal,0.2,Other myeloid,IL1RAP,29,3,2,11.211515456164346,0.06896551724137931,0.3866039812470464
6,normal,0.2,Other myeloid,IL1RN,29,3,3,11.549796800931606,0.10344827586206896,0.39826885520453814
6,normal,0.2,Other myeloid,NLRP3,29,10,6,31.612124367520316,0.20689655172413793,1.0900732540524247
6,normal,0.2,Other myeloid,PYCARD,29,9,6,29.488912699228035,0.20689655172413793,1.0168590585940702
6,normal,0.2,Other myeloid,SIGIRR,29,9,7,29.12624919028066,0.2413793103448276,1.0043534203545055
6,normal,0.2,Unassigned,GSDMD,340,221,121,637.9277004301795,0.3558823529411765,1.8762579424417043
6,normal,0.2,Unassigned,IL1A,340,22,6,20.95270026359897,0.01764705882352941,0.06162558901058521
6,normal,0.2,Unassigned,IL1B,340,68,13,308.35523944435494,0.03823529411764706,0.906927174836338
6,normal,0.2,Unassigned,IL1R1,340,275,98,572.9527520466067,0.28823529411764703,1.6851551530782551
6,normal,0.2,Unassigned,IL1R2,340,6,4,18.95592133950063,0.011764705882352941,0.055752709822060674
6,normal,0.2,Unassigned,IL1RAP,340,33,24,95.63893778698797,0.07058823529411765,0.28129099349114106
6,normal,0.2,Unassigned,IL1RN,340,80,10,75.56065098236536,0.029411764705882353,0.2222372087716628
6,normal,0.2,Unassigned,NLRP3,340,51,32,267.2482126914709,0.09411764705882353,0.7860241549749144
6,normal,0.2,Unassigned,PYCARD,340,98,61,202.33495235682616,0.17941176470588235,0.5951028010494888
6,normal,0.2,Unassigned,SIGIRR,340,162,94,520.3095899164827,0.27647058823529413,1.5303223232837726
6,normal,0.3,AT2-like,GSDMD,147,22,16,80.15720969203342,0.10884353741496598,0.5452871407621321
6,normal,0.3,AT2-like,IL1A,147,0,0,0.0,0.0,0.0
6,normal,0.3,AT2-like,IL1B,147,1,1,7.8064012490242,0.006802721088435374,0.05310477040152517
6,normal,0.3,AT2-like,IL1R1,147,144,78,506.3516613649279,0.5306122448979592,3.4445691249314825
6,normal,0.3,AT2-like,IL1R2,147,0,0,0.0,0.0,0.0
6,normal,0.3,AT2-like,IL1RAP,147,6,5,16.99015203010055,0.034013605442176874,0.1155792655108881
6,normal,0.3,AT2-like,IL1RN,147,1,1,4.25531914893617,0.006802721088435374,0.028947749312490955
6,normal,0.3,AT2-like,NLRP3,147,0,0,0.0,0.0,0.0
6,normal,0.3,AT2-like,PYCARD,147,2,2,4.257858354581814,0.013605442176870748,0.02896502282028445
6,normal,0.3,AT2-like,SIGIRR,147,37,30,113.09268937425382,0.20408163265306123,0.7693380229541077
6,normal,0.3,Fibroblasts,GSDMD,148,53,37,229.919546835569,0.25,1.5535104515916824
6,normal,0.3,Fibroblasts,IL1A,148,0,0,0.0,0.0,0.0
6,normal,0.3,Fibroblasts,IL1B,148,3,3,8.802166720772153,0.02027027027027027,0.05947409946467671
6,normal,0.3,Fibroblasts,IL1R1,148,85,51,350.47026268471336,0.34459459459459457,2.3680423154372523
6,normal,0.3,Fibroblasts,IL1R2,148,0,0,0.0,0.0,0.0
6,normal,0.3,Fibroblasts,IL1RAP,148,11,11,59.99075108935552,0.07432432432432433,0.40534291276591566
6,normal,0.3,Fibroblasts,IL1RN,148,0,0,0.0,0.0,0.0
6,normal,0.3,Fibroblasts,NLRP3,148,1,1,1.2626262626262623,0.006756756756756757,0.008531258531258528
6,normal,0.3,Fibroblasts,PYCARD,148,3,3,4.581873711328672,0.02027027027027027,0.030958606157626165
6,normal,0.3,Fibroblasts,SIGIRR,148,10,7,24.756763087556976,0.0472972972972973,0.16727542626727687
6,normal,0.3,Macrophages,GSDMD,117,102,61,182.84032118244676,0.5213675213675214,1.5627377878841604
6,normal,0.3,Macrophages,IL1A,117,46,19,42.079888089554295,0.1623931623931624,0.3596571631585837
6,normal,0.3,Macrophages,IL1B,117,58,16,134.92027899536714,0.13675213675213677,1.1531647777381806
6,normal,0.3,Macrophages,IL1R1,117,20,14,66.37621572646145,0.11965811965811966,0.5673180831321492
6,normal,0.3,Macrophages,IL1R2,117,0,0,0.0,0.0,0.0
6,normal,0.3,Macrophages,IL1RAP,117,49,33,75.03421630075458,0.28205128205128205,0.6413180880406374
6,normal,0.3,Macrophages,IL1RN,117,226,50,248.05639096797202,0.42735042735042733,2.1201400937433506
6,normal,0.3,Macrophages,NLRP3,117,24,14,129.9934248239629,0.11965811965811966,1.111054913025324
6,normal,0.3,Macrophages,PYCARD,117,270,77,314.9652937555207,0.6581196581196581,2.692011057739493
6,normal,0.3,Macrophages,SIGIRR,117,18,15,39.09662002489763,0.1282051282051282,0.3341591455119456
6,normal,0.3,Other assigned,GSDMD,222,107,69,663.1642649248895,0.3108108108108108,2.9872264185805832
6,normal,0.3,Other assigned,IL1A,222,0,0,0.0,0.0,0.0
6,normal,0.3,Other assigned,IL1B,222,2,2,2.1102224733517208,0.009009009009009009,0.009505506636719462
6,normal,0.3,Other assigned,IL1R1,222,61,29,378.03223317424204,0.13063063063063063,1.7028478971812704
6,normal,0.3,Other assigned,IL1R2,222,1,1,6.238303181534622,0.0045045045045045045,0.028100464781687488
6,normal,0.3,Other assigned,IL1RAP,222,7,7,39.057625478146036,0.03153153153153153,0.17593524990155873
6,normal,0.3,Other assigned,IL1RN,222,2,2,11.054972716314568,0.009009009009009009,0.04979717439781337
6,normal,0.3,Other assigned,NLRP3,222,5,3,14.355602464628024,0.013513513513513514,0.0646648759667929
6,normal,0.3,Other assigned,PYCARD,222,10,9,58.796534335871115,0.04054054054054054,0.2648492537651852
6,normal,0.3,Other assigned,SIGIRR,222,80,59,579.3934473519953,0.26576576576576577,2.6098803934774564
6,normal,0.3,Other epithelial,GSDMD,164,49,38,158.9955855081052,0.23170731707317074,0.9694852774884463
6,normal,0.3,Other epithelial,IL1A,164,0,0,0.0,0.0,0.0
6,normal,0.3,Other epithelial,IL1B,164,1,1,2.42600679281902,0.006097560975609756,0.014792724346457438
6,normal,0.3,Other epithelial,IL1R1,164,48,29,118.79848717121712,0.17682926829268292,0.7243810193366897
6,normal,0.3,Other epithelial,IL1R2,164,2,2,3.852621463764224,0.012195121951219513,0.02349159429124527
6,normal,0.3,Other epithelial,IL1RAP,164,11,10,24.29490063294015,0.06097560975609756,0.1481396380057326
6,normal,0.3,Other epithelial,IL1RN,164,0,0,0.0,0.0,0.0
6,normal,0.3,Other epithelial,NLRP3,164,2,1,4.85201358563804,0.006097560975609756,0.029585448692914875
6,normal,0.3,Other epithelial,PYCARD,164,8,7,27.200805487595638,0.042682926829268296,0.16585857004631485
6,normal,0.3,Other epithelial,SIGIRR,164,68,44,181.2601674066247,0.2682926829268293,1.1052449232111263
6,normal,0.3,Other myeloid,GSDMD,32,10,10,44.745325946457,0.3125,1.3982914358267813
6,normal,0.3,Other myeloid,IL1A,32,0,0,0.0,0.0,0.0
6,normal,0.3,Other myeloid,IL1B,32,5,1,15.267175572519085,0.03125,0.4770992366412214
6,normal,0.3,Other myeloid,IL1R1,32,0,0,0.0,0.0,0.0
6,normal,0.3,Other myeloid,IL1R2,32,0,0,0.0,0.0,0.0
6,normal,0.3,Other myeloid,IL1RAP,32,3,2,11.211515456164346,0.0625,0.3503598580051358
6,normal,0.3,Other myeloid,IL1RN,32,3,3,11.549796800931606,0.09375,0.3609311500291127
6,normal,0.3,Other myeloid,NLRP3,32,12,8,40.0621384597346,0.25,1.2519418268667062
6,normal,0.3,Other myeloid,PYCARD,32,10,7,35.289376736351,0.21875,1.1027930230109688
6,normal,0.3,Other myeloid,SIGIRR,32,10,8,34.92671322740363,0.25,1.0914597883563635
6,normal,0.3,Unassigned,GSDMD,246,173,88,428.8131322306722,0.35772357723577236,1.7431428139458218
6,normal,0.3,Unassigned,IL1A,246,2,2,1.5276122393760634,0.008130081300813009,0.006209805851122209
6,normal,0.3,Unassigned,IL1B,246,32,10,202.0748162417907,0.04065040650406504,0.8214423424463037
6,normal,0.3,Unassigned,IL1R1,246,227,76,434.47942153383855,0.3089430894308943,1.7661765103001568
6,normal,0.3,Unassigned,IL1R2,246,6,4,18.95592133950063,0.016260162601626018,0.07705659081097817
6,normal,0.3,Unassigned,IL1RAP,246,28,20,82.11965767937606,0.08130081300813008,0.33381974666413033
6,normal,0.3,Unassigned,IL1RN,246,6,5,9.645826071261986,0.02032520325203252,0.039210675086430835
6,normal,0.3,Unassigned,NLRP3,246,40,23,202.18818319659687,0.09349593495934959,0.8219031837260036
6,normal,0.3,Unassigned,PYCARD,246,65,46,143.15910627002197,0.18699186991869918,0.581947586463504
6,normal,0.3,Unassigned,SIGIRR,246,120,68,307.720519229632,0.2764227642276423,1.2508964196326504
7,LUAD,0.2,AT2-like,GSDMD,1935,926,610,2006.6735977533988,0.3152454780361757,1.0370406189940045
7,LUAD,0.2,AT2-like,IL1A,1935,2,2,2.8785261945883707,0.0010335917312661498,0.0014876104364797782
7,LUAD,0.2,AT2-like,IL1B,1935,7,7,17.728501088397408,0.0036175710594315244,0.00916201606635525
7,LUAD,0.2,AT2-like,IL1R1,1935,1647,860,4227.933524957589,0.4444444444444444,2.184978565869555
7,LUAD,0.2,AT2-like,IL1R2,1935,2,2,2.1684918139434024,0.0010335917312661498,0.0011206676041051176
7,LUAD,0.2,AT2-like,IL1RAP,1935,162,136,344.8914828103444,0.0702842377260982,0.17823849240844672
7,LUAD,0.2,AT2-like,IL1RN,1935,17,17,42.69076755175171,0.008785529715762274,0.022062412171447915
7,LUAD,0.2,AT2-like,NLRP3,1935,6,6,25.04750030278077,0.0031007751937984496,0.012944444600920294
7,LUAD,0.2,AT2-like,PYCARD,1935,116,105,266.27149466038753,0.05426356589147287,0.13760800757642766
7,LUAD,0.2,AT2-like,SIGIRR,1935,1026,716,2577.4826996860324,0.37002583979328163,1.332032402938518
7,LUAD,0.2,Fibroblasts,GSDMD,1730,423,329,2024.0498196511767,0.19017341040462427,1.1699709940180212
7,LUAD,0.2,Fibroblasts,IL1A,1730,19,7,45.264717872215,0.004046242774566474,0.026164576804748554
7,LUAD,0.2,Fibroblasts,IL1B,1730,0,0,0.0,0.0,0.0
7,LUAD,0.2,Fibroblasts,IL1R1,1730,1025,668,5360.831391037027,0.3861271676300578,3.09874646880753
7,LUAD,0.2,Fibroblasts,IL1R2,1730,3,3,16.963014660044223,0.0017341040462427746,0.00980521078615273
7,LUAD,0.2,Fibroblasts,IL1RAP,1730,109,98,602.3949456389382,0.056647398843930635,0.34820517088955966
7,LUAD,0.2,Fibroblasts,IL1RN,1730,4,4,11.900548078354698,0.0023121387283236996,0.006878929525060519
7,LUAD,0.2,Fibroblasts,NLRP3,1730,11,10,37.30045443608896,0.005780346820809248,0.021560956321438708
7,LUAD,0.2,Fibroblasts,PYCARD,1730,25,22,91.18141623390505,0.012716763005780347,0.052706020944453785
7,LUAD,0.2,Fibroblasts,SIGIRR,1730,102,87,444.1372161108284,0.050289017341040465,0.2567267145149297
7,LUAD,0.2,Macrophages,GSDMD,598,793,373,1001.1748851906524,0.6237458193979933,1.6742054936298536
7,LUAD,0.2,Macrophages,IL1A,598,350,154,300.63514054312276,0.25752508361204013,0.502734348734319
7,LUAD,0.2,Macrophages,IL1B,598,257,125,239.9606815102624,0.20903010033444816,0.40127204265930166
7,LUAD,0.2,Macrophages,IL1R1,598,80,55,75.70393243391162,0.09197324414715718,0.12659520473898264
7,LUAD,0.2,Macrophages,IL1R2,598,6,3,1.9983950208418515,0.005016722408026756,0.0033417976937154706
7,LUAD,0.2,Macrophages,IL1RAP,598,385,230,421.3808293397914,0.38461538461538464,0.7046502162872765
7,LUAD,0.2,Macrophages,IL1RN,598,916,260,770.8431945906617,0.43478260869565216,1.2890354424593005
7,LUAD,0.2,Macrophages,NLRP3,598,72,60,128.83246719738872,0.10033444816053512,0.21543890835683732
7,LUAD,0.2,Macrophages,PYCARD,598,1421,445,1377.4289330275058,0.7441471571906354,2.303392864594491
7,LUAD,0.2,Macrophages,SIGIRR,598,113,99,137.00204293798328,0.16555183946488294,0.22910040625080816
7,LUAD,0.2,Other assigned,GSDMD,2375,878,666,5352.270105771477,0.28042105263157896,2.2535874129564113
7,LUAD,0.2,Other assigned,IL1A,2375,3,3,8.80902071426424,0.0012631578947368421,0.0037090613533744166
7,LUAD,0.2,Other assigned,IL1B,2375,9,9,40.33662236806799,0.003789473684210526,0.01698384099708126
7,LUAD,0.2,Other assigned,IL1R1,2375,547,295,3468.561602658241,0.12421052631578948,1.4604469905929436
7,LUAD,0.2,Other assigned,IL1R2,2375,6,5,34.69319789806135,0.002105263157894737,0.014607662272867937
7,LUAD,0.2,Other assigned,IL1RAP,2375,76,69,506.97424339813244,0.029052631578947368,0.21346283932552945
7,LUAD,0.2,Other assigned,IL1RN,2375,2,2,14.453979232188685,0.0008421052631578948,0.0060858859925004985
7,LUAD,0.2,Other assigned,NLRP3,2375,27,27,195.88706224810045,0.01136842105263158,0.08247876305183177
7,LUAD,0.2,Other assigned,PYCARD,2375,112,96,544.203718284319,0.04042105263157895,0.22913840769866065
7,LUAD,0.2,Other assigned,SIGIRR,2375,831,617,5881.072871284034,0.2597894736842105,2.4762412089616985
7,LUAD,0.2,Other epithelial,GSDMD,1704,1162,594,2280.3764369630935,0.3485915492957746,1.3382490827248201
7,LUAD,0.2,Other epithelial,IL1A,1704,1,1,2.997601918465228,0.0005868544600938967,0.0017591560554373403
7,LUAD,0.2,Other epithelial,IL1B,1704,2,2,1.755177847329801,0.0011737089201877935,0.0010300339479634981
7,LUAD,0.2,Other epithelial,IL1R1,1704,533,354,1270.254385659646,0.20774647887323944,0.745454451678196
7,LUAD,0.2,Other epithelial,IL1R2,1704,4,3,3.5757613009536096,0.0017605633802816902,0.0020984514676957804
7,LUAD,0.2,Other epithelial,IL1RAP,1704,179,129,231.75129839064576,0.07570422535211267,0.13600428309310197
7,LUAD,0.2,Other epithelial,IL1RN,1704,11,11,28.668877795947854,0.006455399061032864,0.016824458800438882
7,LUAD,0.2,Other epithelial,NLRP3,1704,8,8,24.24170276899776,0.004694835680751174,0.014226351390256903
7,LUAD,0.2,Other epithelial,PYCARD,1704,293,183,302.7777244231112,0.1073943661971831,0.17768645799478355
7,LUAD,0.2,Other epithelial,SIGIRR,1704,1197,563,1985.7864897182712,0.33039906103286387,1.1653676582853705
7,LUAD,0.2,Other myeloid,GSDMD,425,133,100,725.4018444608001,0.23529411764705882,1.7068278693195298
7,LUAD,0.2,Other myeloid,IL1A,425,0,0,0.0,0.0,0.0
7,LUAD,0.2,Other myeloid,IL1B,425,41,21,166.4577584797214,0.04941176470588235,0.3916653140699327
7,LUAD,0.2,Other myeloid,IL1R1,425,17,13,93.41890499366473,0.03058823529411765,0.21980918822038759
7,LUAD,0.2,Other myeloid,IL1R2,425,2,2,15.527950310559008,0.004705882352941176,0.03653635367190355
7,LUAD,0.2,Other myeloid,IL1RAP,425,29,22,143.36174170128808,0.05176470588235294,0.33732174517950136
7,LUAD,0.2,Other myeloid,IL1RN,425,16,12,57.00472874408727,0.02823529411764706,0.13412877351549946
7,LUAD,0.2,Other myeloid,NLRP3,425,30,15,104.30215160832158,0.03529411764705882,0.24541682731369782
7,LUAD,0.2,Other myeloid,PYCARD,425,92,64,354.9942679099876,0.15058823529411763,0.8352806303764415
7,LUAD,0.2,Other myeloid,SIGIRR,425,76,67,458.294105786285,0.15764705882352942,1.0783390724383177
7,LUAD,0.2,Unassigned,GSDMD,6019,4006,2150,10162.95461626313,0.3572021930553248,1.6884789194655474
7,LUAD,0.2,Unassigned,IL1A,6019,258,75,263.92856461852267,0.012460541618209005,0.04384923818217688
7,LUAD,0.2,Unassigned,IL1B,6019,417,137,616.3873691904129,0.022761256022595114,0.10240693955647331
7,LUAD,0.2,Unassigned,IL1R1,6019,2380,1281,6206.068225049657,0.2128260508390098,1.0310796187156765
7,LUAD,0.2,Unassigned,IL1R2,6019,67,51,150.028662665596,0.008473168300382123,0.02492584526758531
7,LUAD,0.2,Unassigned,IL1RAP,6019,828,570,1726.1325753295528,0.09470011629838844,0.2867806239125358
7,LUAD,0.2,Unassigned,IL1RN,6019,620,197,759.7407400066419,0.03272968931716232,0.12622374813202225
7,LUAD,0.2,Unassigned,NLRP3,6019,375,289,1488.168657155349,0.048014620368832035,0.24724516649864578
7,LUAD,0.2,Unassigned,PYCARD,6019,1867,951,2795.176117364442,0.15799966771889018,0.4643921112085798
7,LUAD,0.2,Unassigned,SIGIRR,6019,3422,1775,8504.351689410238,0.29489948496427976,1.4129177088237643
7,LUAD,0.3,AT2-like,GSDMD,2059,1020,673,2193.3585368739377,0.32685769791160757,1.0652542675444088
7,LUAD,0.3,AT2-like,IL1A,2059,2,2,2.8785261945883707,0.0009713453132588635,0.0013980214641031426
7,LUAD,0.3,AT2-like,IL1B,2059,8,8,22.12603846746513,0.003885381253035454,0.01074601188317879
7,LUAD,0.3,AT2-like,IL1R1,2059,1739,902,4390.727807265309,0.43807673627974747,2.1324564386912623
7,LUAD,0.3,AT2-like,IL1R2,2059,2,2,2.1684918139434024,0.0009713453132588635,0.0010531771801570676
7,LUAD,0.3,AT2-like,IL1RAP,2059,169,142,354.41576785269683,0.06896551724137931,0.17213004752437921
7,LUAD,0.3,AT2-like,IL1RN,2059,17,17,42.69076755175171,0.00825643516270034,0.020733738490408795
7,LUAD,0.3,AT2-like,NLRP3,2059,8,8,31.348697530253983,0.003885381253035454,0.015225205211390957
7,LUAD,0.3,AT2-like,PYCARD,2059,146,128,312.1148160337002,0.06216610004856726,0.15158563187649354
7,LUAD,0.3,AT2-like,SIGIRR,2059,1103,766,2721.6869964398256,0.3720252549781447,1.321848954074709
7,LUAD,0.3,Fibroblasts,GSDMD,1951,523,396,2368.56979121575,0.20297283444387493,1.214028596215146
7,LUAD,0.3,Fibroblasts,IL1A,1951,20,8,51.642268892623164,0.004100461301896463,0.026469640642041603
7,LUAD,0.3,Fibroblasts,IL1B,1951,6,6,20.90057972500052,0.0030753459764223477,0.010712752293695806
7,LUAD,0.3,Fibroblasts,IL1R1,1951,1171,757,5945.678975533645,0.3880061506919528,3.04750331908439
7,LUAD,0.3,Fibroblasts,IL1R2,1951,5,5,24.0376520848762,0.0025627883136852894,0.012320682770310712
7,LUAD,0.3,Fibroblasts,IL1RAP,1951,125,111,654.3104134535175,0.05689390056381343,0.33537181622425294
7,LUAD,0.3,Fibroblasts,IL1RN,1951,6,6,12.458397012863232,0.0030753459764223477,0.006385646854363523
7,LUAD,0.3,Fibroblasts,NLRP3,1951,12,11,39.09998655773733,0.005638134290107637,0.02004099772308423
7,LUAD,0.3,Fibroblasts,PYCARD,1951,54,31,124.09351416898909,0.015889287544848796,0.06360508158328503
7,LUAD,0.3,Fibroblasts,SIGIRR,1951,133,109,531.5783846613197,0.05586878523833931,0.2724645744035467
7,LUAD,0.3,Macrophages,GSDMD,784,961,460,1352.667349363895,0.5867346938775511,1.7253410068417028
7,LUAD,0.3,Macrophages,IL1A,784,426,180,379.09965789898894,0.22959183673469388,0.4835454820140165
7,LUAD,0.3,Macrophages,IL1B,784,323,153,339.01851956531885,0.1951530612244898,0.4324215810782128
7,LUAD,0.3,Macrophages,IL1R1,784,89,62,110.02662100074707,0.07908163265306123,0.14034007780707536
7,LUAD,0.3,Macrophages,IL1R2,784,6,3,1.9983950208418515,0.003826530612244898,0.0025489732408697087
7,LUAD,0.3,Macrophages,IL1RAP,784,456,274,563.3018546497248,0.3494897959183674,0.7184972635838326
7,LUAD,0.3,Macrophages,IL1RN,784,1138,304,918.4264261660435,0.3877551020408163,1.1714622782730146
7,LUAD,0.3,Macrophages,NLRP3,784,111,88,251.50053759401254,0.11224489795918367,0.32079150203317924
